Area;MTU;Solar  - Actual Aggregated [MW];Wind Offshore  - Actual Aggregated [MW];Wind Onshore  - Actual Aggregated [MW]
BZN|PT;01.08.2023 03:00 - 01.08.2023 04:00 (CET/CEST);0;0;2657
BZN|PT;01.08.2023 04:00 - 01.08.2023 05:00 (CET/CEST);0;0;2605
BZN|PT;01.08.2023 05:00 - 01.08.2023 06:00 (CET/CEST);0;0;2537
BZN|PT;01.08.2023 06:00 - 01.08.2023 07:00 (CET/CEST);0;0;2538
BZN|PT;01.08.2023 07:00 - 01.08.2023 08:00 (CET/CEST);6;0;2663
BZN|PT;01.08.2023 08:00 - 01.08.2023 09:00 (CET/CEST);153;0;2366
BZN|PT;01.08.2023 09:00 - 01.08.2023 10:00 (CET/CEST);572;1;2016
BZN|PT;01.08.2023 10:00 - 01.08.2023 11:00 (CET/CEST);1007;1;1737
BZN|PT;01.08.2023 11:00 - 01.08.2023 12:00 (CET/CEST);1289;2;1590
BZN|PT;01.08.2023 12:00 - 01.08.2023 13:00 (CET/CEST);1480;2;1370
BZN|PT;01.08.2023 13:00 - 01.08.2023 14:00 (CET/CEST);1569;2;1282
BZN|PT;01.08.2023 14:00 - 01.08.2023 15:00 (CET/CEST);1607;0;1471
BZN|PT;01.08.2023 15:00 - 01.08.2023 16:00 (CET/CEST);1588;0;1832
BZN|PT;01.08.2023 16:00 - 01.08.2023 17:00 (CET/CEST);1516;0;2083
BZN|PT;01.08.2023 17:00 - 01.08.2023 18:00 (CET/CEST);1335;0;2277
BZN|PT;01.08.2023 18:00 - 01.08.2023 19:00 (CET/CEST);1064;1;2235
BZN|PT;01.08.2023 19:00 - 01.08.2023 20:00 (CET/CEST);679;1;2206
BZN|PT;01.08.2023 20:00 - 01.08.2023 21:00 (CET/CEST);237;0;2121
BZN|PT;01.08.2023 21:00 - 01.08.2023 22:00 (CET/CEST);19;0;2119
BZN|PT;01.08.2023 22:00 - 01.08.2023 23:00 (CET/CEST);1;1;2175
BZN|PT;01.08.2023 23:00 - 02.08.2023 00:00 (CET/CEST);0;0;2230
BZN|PT;02.08.2023 00:00 - 02.08.2023 01:00 (CET/CEST);0;0;2316
BZN|PT;02.08.2023 01:00 - 02.08.2023 02:00 (CET/CEST);0;0;2450
BZN|PT;02.08.2023 02:00 - 02.08.2023 03:00 (CET/CEST);0;0;2634
BZN|PT;02.08.2023 03:00 - 02.08.2023 04:00 (CET/CEST);0;0;2736
BZN|PT;02.08.2023 04:00 - 02.08.2023 05:00 (CET/CEST);0;0;2982
BZN|PT;02.08.2023 05:00 - 02.08.2023 06:00 (CET/CEST);0;1;3111
BZN|PT;02.08.2023 06:00 - 02.08.2023 07:00 (CET/CEST);0;2;3067
BZN|PT;02.08.2023 07:00 - 02.08.2023 08:00 (CET/CEST);4;3;3072
BZN|PT;02.08.2023 08:00 - 02.08.2023 09:00 (CET/CEST);119;4;2875
BZN|PT;02.08.2023 09:00 - 02.08.2023 10:00 (CET/CEST);457;4;2755
BZN|PT;02.08.2023 10:00 - 02.08.2023 11:00 (CET/CEST);798;3;2451
BZN|PT;02.08.2023 11:00 - 02.08.2023 12:00 (CET/CEST);1105;4;2150
BZN|PT;02.08.2023 12:00 - 02.08.2023 13:00 (CET/CEST);1296;6;1916
BZN|PT;02.08.2023 13:00 - 02.08.2023 14:00 (CET/CEST);1444;9;1877
BZN|PT;02.08.2023 14:00 - 02.08.2023 15:00 (CET/CEST);1525;8;1939
BZN|PT;02.08.2023 15:00 - 02.08.2023 16:00 (CET/CEST);1543;9;2193
BZN|PT;02.08.2023 16:00 - 02.08.2023 17:00 (CET/CEST);1463;12;2448
BZN|PT;02.08.2023 17:00 - 02.08.2023 18:00 (CET/CEST);1262;9;2497
BZN|PT;02.08.2023 18:00 - 02.08.2023 19:00 (CET/CEST);990;8;2427
BZN|PT;02.08.2023 19:00 - 02.08.2023 20:00 (CET/CEST);600;11;2423
BZN|PT;02.08.2023 20:00 - 02.08.2023 21:00 (CET/CEST);220;18;2436
BZN|PT;02.08.2023 21:00 - 02.08.2023 22:00 (CET/CEST);19;16;2379
BZN|PT;02.08.2023 22:00 - 02.08.2023 23:00 (CET/CEST);1;17;2286
BZN|PT;02.08.2023 23:00 - 03.08.2023 00:00 (CET/CEST);0;17;2314
BZN|PT;03.08.2023 00:00 - 03.08.2023 01:00 (CET/CEST);0;16;2276
BZN|PT;03.08.2023 01:00 - 03.08.2023 02:00 (CET/CEST);0;12;2302
BZN|PT;03.08.2023 02:00 - 03.08.2023 03:00 (CET/CEST);0;16;2329
BZN|PT;03.08.2023 03:00 - 03.08.2023 04:00 (CET/CEST);0;14;2441
BZN|PT;03.08.2023 04:00 - 03.08.2023 05:00 (CET/CEST);0;11;2692
BZN|PT;03.08.2023 05:00 - 03.08.2023 06:00 (CET/CEST);0;17;2824
BZN|PT;03.08.2023 06:00 - 03.08.2023 07:00 (CET/CEST);0;11;2832
BZN|PT;03.08.2023 07:00 - 03.08.2023 08:00 (CET/CEST);6;9;3029
BZN|PT;03.08.2023 08:00 - 03.08.2023 09:00 (CET/CEST);154;11;2959
BZN|PT;03.08.2023 09:00 - 03.08.2023 10:00 (CET/CEST);580;10;2702
BZN|PT;03.08.2023 10:00 - 03.08.2023 11:00 (CET/CEST);1038;11;2626
BZN|PT;03.08.2023 11:00 - 03.08.2023 12:00 (CET/CEST);1367;12;2322
BZN|PT;03.08.2023 12:00 - 03.08.2023 13:00 (CET/CEST);1576;15;2115
BZN|PT;03.08.2023 13:00 - 03.08.2023 14:00 (CET/CEST);1689;17;2104
BZN|PT;03.08.2023 14:00 - 03.08.2023 15:00 (CET/CEST);1718;23;2260
BZN|PT;03.08.2023 15:00 - 03.08.2023 16:00 (CET/CEST);1685;25;2582
BZN|PT;03.08.2023 16:00 - 03.08.2023 17:00 (CET/CEST);1628;25;2693
BZN|PT;03.08.2023 17:00 - 03.08.2023 18:00 (CET/CEST);1444;25;2883
BZN|PT;03.08.2023 18:00 - 03.08.2023 19:00 (CET/CEST);1152;25;3121
BZN|PT;03.08.2023 19:00 - 03.08.2023 20:00 (CET/CEST);731;25;3364
BZN|PT;03.08.2023 20:00 - 03.08.2023 21:00 (CET/CEST);251;25;3431
BZN|PT;03.08.2023 21:00 - 03.08.2023 22:00 (CET/CEST);21;25;3532
BZN|PT;03.08.2023 22:00 - 03.08.2023 23:00 (CET/CEST);1;25;3709
BZN|PT;03.08.2023 23:00 - 04.08.2023 00:00 (CET/CEST);0;25;3752
BZN|PT;04.08.2023 00:00 - 04.08.2023 01:00 (CET/CEST);0;25;3668
BZN|PT;04.08.2023 01:00 - 04.08.2023 02:00 (CET/CEST);0;25;3589
BZN|PT;04.08.2023 02:00 - 04.08.2023 03:00 (CET/CEST);0;25;3432
BZN|PT;04.08.2023 03:00 - 04.08.2023 04:00 (CET/CEST);0;25;3258
BZN|PT;04.08.2023 04:00 - 04.08.2023 05:00 (CET/CEST);0;25;3191
BZN|PT;04.08.2023 05:00 - 04.08.2023 06:00 (CET/CEST);0;22;3182
BZN|PT;04.08.2023 06:00 - 04.08.2023 07:00 (CET/CEST);0;18;3276
BZN|PT;04.08.2023 07:00 - 04.08.2023 08:00 (CET/CEST);5;17;3451
BZN|PT;04.08.2023 08:00 - 04.08.2023 09:00 (CET/CEST);147;6;3413
BZN|PT;04.08.2023 09:00 - 04.08.2023 10:00 (CET/CEST);589;5;2962
BZN|PT;04.08.2023 10:00 - 04.08.2023 11:00 (CET/CEST);1056;12;2526
BZN|PT;04.08.2023 11:00 - 04.08.2023 12:00 (CET/CEST);1388;16;2089
BZN|PT;04.08.2023 12:00 - 04.08.2023 13:00 (CET/CEST);1592;23;1662
BZN|PT;04.08.2023 13:00 - 04.08.2023 14:00 (CET/CEST);1693;25;1211
BZN|PT;04.08.2023 14:00 - 04.08.2023 15:00 (CET/CEST);1705;25;976
BZN|PT;04.08.2023 15:00 - 04.08.2023 16:00 (CET/CEST);1681;25;977
BZN|PT;04.08.2023 16:00 - 04.08.2023 17:00 (CET/CEST);1606;25;1030
BZN|PT;04.08.2023 17:00 - 04.08.2023 18:00 (CET/CEST);1420;25;1108
BZN|PT;04.08.2023 18:00 - 04.08.2023 19:00 (CET/CEST);1130;25;1143
BZN|PT;04.08.2023 19:00 - 04.08.2023 20:00 (CET/CEST);710;25;1119
BZN|PT;04.08.2023 20:00 - 04.08.2023 21:00 (CET/CEST);240;25;1129
BZN|PT;04.08.2023 21:00 - 04.08.2023 22:00 (CET/CEST);18;25;1236
BZN|PT;04.08.2023 22:00 - 04.08.2023 23:00 (CET/CEST);1;25;1352
BZN|PT;04.08.2023 23:00 - 05.08.2023 00:00 (CET/CEST);0;25;1340
BZN|PT;05.08.2023 00:00 - 05.08.2023 01:00 (CET/CEST);0;25;1424
BZN|PT;05.08.2023 01:00 - 05.08.2023 02:00 (CET/CEST);0;25;1431
BZN|PT;05.08.2023 02:00 - 05.08.2023 03:00 (CET/CEST);0;25;1389
BZN|PT;05.08.2023 03:00 - 05.08.2023 04:00 (CET/CEST);0;25;1202
BZN|PT;05.08.2023 04:00 - 05.08.2023 05:00 (CET/CEST);0;25;1083
BZN|PT;05.08.2023 05:00 - 05.08.2023 06:00 (CET/CEST);0;24;1010
BZN|PT;05.08.2023 06:00 - 05.08.2023 07:00 (CET/CEST);0;17;1060
BZN|PT;05.08.2023 07:00 - 05.08.2023 08:00 (CET/CEST);5;16;891
BZN|PT;05.08.2023 08:00 - 05.08.2023 09:00 (CET/CEST);149;19;799
BZN|PT;05.08.2023 09:00 - 05.08.2023 10:00 (CET/CEST);582;21;608
BZN|PT;05.08.2023 10:00 - 05.08.2023 11:00 (CET/CEST);1042;24;324
BZN|PT;05.08.2023 11:00 - 05.08.2023 12:00 (CET/CEST);1360;24;144
BZN|PT;05.08.2023 12:00 - 05.08.2023 13:00 (CET/CEST);1569;25;86
BZN|PT;05.08.2023 13:00 - 05.08.2023 14:00 (CET/CEST);1684;25;119
BZN|PT;05.08.2023 14:00 - 05.08.2023 15:00 (CET/CEST);1726;25;211
BZN|PT;05.08.2023 15:00 - 05.08.2023 16:00 (CET/CEST);1704;25;362
BZN|PT;05.08.2023 16:00 - 05.08.2023 17:00 (CET/CEST);1601;25;559
BZN|PT;05.08.2023 17:00 - 05.08.2023 18:00 (CET/CEST);1400;25;819
BZN|PT;05.08.2023 18:00 - 05.08.2023 19:00 (CET/CEST);1089;25;1073
BZN|PT;05.08.2023 19:00 - 05.08.2023 20:00 (CET/CEST);665;25;1206
BZN|PT;05.08.2023 20:00 - 05.08.2023 21:00 (CET/CEST);206;25;1235
BZN|PT;05.08.2023 21:00 - 05.08.2023 22:00 (CET/CEST);15;25;1378
BZN|PT;05.08.2023 22:00 - 05.08.2023 23:00 (CET/CEST);1;25;1554
BZN|PT;05.08.2023 23:00 - 06.08.2023 00:00 (CET/CEST);0;25;1464
BZN|PT;06.08.2023 00:00 - 06.08.2023 01:00 (CET/CEST);0;25;1268
BZN|PT;06.08.2023 01:00 - 06.08.2023 02:00 (CET/CEST);0;25;1068
BZN|PT;06.08.2023 02:00 - 06.08.2023 03:00 (CET/CEST);0;25;960
BZN|PT;06.08.2023 03:00 - 06.08.2023 04:00 (CET/CEST);0;25;987
BZN|PT;06.08.2023 04:00 - 06.08.2023 05:00 (CET/CEST);0;25;1112
BZN|PT;06.08.2023 05:00 - 06.08.2023 06:00 (CET/CEST);0;25;1240
BZN|PT;06.08.2023 06:00 - 06.08.2023 07:00 (CET/CEST);0;25;1458
BZN|PT;06.08.2023 07:00 - 06.08.2023 08:00 (CET/CEST);4;25;1381
BZN|PT;06.08.2023 08:00 - 06.08.2023 09:00 (CET/CEST);136;25;1289
BZN|PT;06.08.2023 09:00 - 06.08.2023 10:00 (CET/CEST);554;23;1073
BZN|PT;06.08.2023 10:00 - 06.08.2023 11:00 (CET/CEST);1015;17;793
BZN|PT;06.08.2023 11:00 - 06.08.2023 12:00 (CET/CEST);1340;14;530
BZN|PT;06.08.2023 12:00 - 06.08.2023 13:00 (CET/CEST);1545;19;358
BZN|PT;06.08.2023 13:00 - 06.08.2023 14:00 (CET/CEST);1645;25;315
BZN|PT;06.08.2023 14:00 - 06.08.2023 15:00 (CET/CEST);1676;25;315
BZN|PT;06.08.2023 15:00 - 06.08.2023 16:00 (CET/CEST);1642;25;350
BZN|PT;06.08.2023 16:00 - 06.08.2023 17:00 (CET/CEST);1558;25;410
BZN|PT;06.08.2023 17:00 - 06.08.2023 18:00 (CET/CEST);1365;25;494
BZN|PT;06.08.2023 18:00 - 06.08.2023 19:00 (CET/CEST);1076;24;616
BZN|PT;06.08.2023 19:00 - 06.08.2023 20:00 (CET/CEST);663;23;807
BZN|PT;06.08.2023 20:00 - 06.08.2023 21:00 (CET/CEST);216;22;983
BZN|PT;06.08.2023 21:00 - 06.08.2023 22:00 (CET/CEST);15;21;1142
BZN|PT;06.08.2023 22:00 - 06.08.2023 23:00 (CET/CEST);1;20;1330
BZN|PT;06.08.2023 23:00 - 07.08.2023 00:00 (CET/CEST);0;22;1369
BZN|PT;07.08.2023 00:00 - 07.08.2023 01:00 (CET/CEST);0;24;1416
BZN|PT;07.08.2023 01:00 - 07.08.2023 02:00 (CET/CEST);0;25;1462
BZN|PT;07.08.2023 02:00 - 07.08.2023 03:00 (CET/CEST);0;25;1618
BZN|PT;07.08.2023 03:00 - 07.08.2023 04:00 (CET/CEST);0;25;1819
BZN|PT;07.08.2023 04:00 - 07.08.2023 05:00 (CET/CEST);0;22;1809
BZN|PT;07.08.2023 05:00 - 07.08.2023 06:00 (CET/CEST);0;20;1927
BZN|PT;07.08.2023 06:00 - 07.08.2023 07:00 (CET/CEST);0;18;2024
BZN|PT;07.08.2023 07:00 - 07.08.2023 08:00 (CET/CEST);3;18;2157
BZN|PT;07.08.2023 08:00 - 07.08.2023 09:00 (CET/CEST);122;15;2135
BZN|PT;07.08.2023 09:00 - 07.08.2023 10:00 (CET/CEST);504;9;1820
BZN|PT;07.08.2023 10:00 - 07.08.2023 11:00 (CET/CEST);934;7;1345
BZN|PT;07.08.2023 11:00 - 07.08.2023 12:00 (CET/CEST);1246;4;931
BZN|PT;07.08.2023 12:00 - 07.08.2023 13:00 (CET/CEST);1451;3;621
BZN|PT;07.08.2023 13:00 - 07.08.2023 14:00 (CET/CEST);1575;3;405
BZN|PT;07.08.2023 14:00 - 07.08.2023 15:00 (CET/CEST);1598;4;295
BZN|PT;07.08.2023 15:00 - 07.08.2023 16:00 (CET/CEST);1546;9;270
BZN|PT;07.08.2023 16:00 - 07.08.2023 17:00 (CET/CEST);1441;17;298
BZN|PT;07.08.2023 17:00 - 07.08.2023 18:00 (CET/CEST);1238;19;325
BZN|PT;07.08.2023 18:00 - 07.08.2023 19:00 (CET/CEST);955;20;348
BZN|PT;07.08.2023 19:00 - 07.08.2023 20:00 (CET/CEST);560;19;373
BZN|PT;07.08.2023 20:00 - 07.08.2023 21:00 (CET/CEST);183;17;386
BZN|PT;07.08.2023 21:00 - 07.08.2023 22:00 (CET/CEST);14;15;507
BZN|PT;07.08.2023 22:00 - 07.08.2023 23:00 (CET/CEST);1;14;607
BZN|PT;07.08.2023 23:00 - 08.08.2023 00:00 (CET/CEST);0;10;675
BZN|PT;08.08.2023 00:00 - 08.08.2023 01:00 (CET/CEST);0;13;748
BZN|PT;08.08.2023 01:00 - 08.08.2023 02:00 (CET/CEST);0;16;857
BZN|PT;08.08.2023 02:00 - 08.08.2023 03:00 (CET/CEST);0;15;941
BZN|PT;08.08.2023 03:00 - 08.08.2023 04:00 (CET/CEST);0;10;1061
BZN|PT;08.08.2023 04:00 - 08.08.2023 05:00 (CET/CEST);0;0;1111
BZN|PT;08.08.2023 05:00 - 08.08.2023 06:00 (CET/CEST);0;1;1089
BZN|PT;08.08.2023 06:00 - 08.08.2023 07:00 (CET/CEST);0;0;1077
BZN|PT;08.08.2023 07:00 - 08.08.2023 08:00 (CET/CEST);2;2;1002
BZN|PT;08.08.2023 08:00 - 08.08.2023 09:00 (CET/CEST);95;7;923
BZN|PT;08.08.2023 09:00 - 08.08.2023 10:00 (CET/CEST);411;11;929
BZN|PT;08.08.2023 10:00 - 08.08.2023 11:00 (CET/CEST);826;15;904
BZN|PT;08.08.2023 11:00 - 08.08.2023 12:00 (CET/CEST);1140;19;843
BZN|PT;08.08.2023 12:00 - 08.08.2023 13:00 (CET/CEST);1390;21;823
BZN|PT;08.08.2023 13:00 - 08.08.2023 14:00 (CET/CEST);1545;11;843
BZN|PT;08.08.2023 14:00 - 08.08.2023 15:00 (CET/CEST);1578;4;833
BZN|PT;08.08.2023 15:00 - 08.08.2023 16:00 (CET/CEST);1536;1;710
BZN|PT;08.08.2023 16:00 - 08.08.2023 17:00 (CET/CEST);1445;2;605
BZN|PT;08.08.2023 17:00 - 08.08.2023 18:00 (CET/CEST);1244;2;514
BZN|PT;08.08.2023 18:00 - 08.08.2023 19:00 (CET/CEST);925;2;488
BZN|PT;08.08.2023 19:00 - 08.08.2023 20:00 (CET/CEST);526;0;393
BZN|PT;08.08.2023 20:00 - 08.08.2023 21:00 (CET/CEST);177;1;379
BZN|PT;08.08.2023 21:00 - 08.08.2023 22:00 (CET/CEST);12;1;411
BZN|PT;08.08.2023 22:00 - 08.08.2023 23:00 (CET/CEST);0;4;418
BZN|PT;08.08.2023 23:00 - 09.08.2023 00:00 (CET/CEST);0;5;500
BZN|PT;09.08.2023 00:00 - 09.08.2023 01:00 (CET/CEST);0;3;700
BZN|PT;09.08.2023 01:00 - 09.08.2023 02:00 (CET/CEST);0;3;855
BZN|PT;09.08.2023 02:00 - 09.08.2023 03:00 (CET/CEST);0;3;874
BZN|PT;09.08.2023 03:00 - 09.08.2023 04:00 (CET/CEST);0;4;867
BZN|PT;09.08.2023 04:00 - 09.08.2023 05:00 (CET/CEST);0;5;1068
BZN|PT;09.08.2023 05:00 - 09.08.2023 06:00 (CET/CEST);0;9;1259
BZN|PT;09.08.2023 06:00 - 09.08.2023 07:00 (CET/CEST);0;10;1236
BZN|PT;09.08.2023 07:00 - 09.08.2023 08:00 (CET/CEST);1;10;1188
BZN|PT;09.08.2023 08:00 - 09.08.2023 09:00 (CET/CEST);76;10;1167
BZN|PT;09.08.2023 09:00 - 09.08.2023 10:00 (CET/CEST);269;12;831
BZN|PT;09.08.2023 10:00 - 09.08.2023 11:00 (CET/CEST);543;7;524
BZN|PT;09.08.2023 11:00 - 09.08.2023 12:00 (CET/CEST);894;5;539
BZN|PT;09.08.2023 12:00 - 09.08.2023 13:00 (CET/CEST);1199;5;525
BZN|PT;09.08.2023 13:00 - 09.08.2023 14:00 (CET/CEST);1399;5;547
BZN|PT;09.08.2023 14:00 - 09.08.2023 15:00 (CET/CEST);1474;6;653
BZN|PT;09.08.2023 15:00 - 09.08.2023 16:00 (CET/CEST);1448;5;838
BZN|PT;09.08.2023 16:00 - 09.08.2023 17:00 (CET/CEST);1346;3;979
BZN|PT;09.08.2023 17:00 - 09.08.2023 18:00 (CET/CEST);1186;3;1017
BZN|PT;09.08.2023 18:00 - 09.08.2023 19:00 (CET/CEST);903;7;1105
BZN|PT;09.08.2023 19:00 - 09.08.2023 20:00 (CET/CEST);543;12;1159
BZN|PT;09.08.2023 20:00 - 09.08.2023 21:00 (CET/CEST);185;8;1156
BZN|PT;09.08.2023 21:00 - 09.08.2023 22:00 (CET/CEST);14;3;1170
BZN|PT;09.08.2023 22:00 - 09.08.2023 23:00 (CET/CEST);1;3;1196
BZN|PT;09.08.2023 23:00 - 10.08.2023 00:00 (CET/CEST);0;3;1181
BZN|PT;10.08.2023 00:00 - 10.08.2023 01:00 (CET/CEST);0;4;1271
BZN|PT;10.08.2023 01:00 - 10.08.2023 02:00 (CET/CEST);0;6;1243
BZN|PT;10.08.2023 02:00 - 10.08.2023 03:00 (CET/CEST);0;6;1055
BZN|PT;10.08.2023 03:00 - 10.08.2023 04:00 (CET/CEST);0;5;880
BZN|PT;10.08.2023 04:00 - 10.08.2023 05:00 (CET/CEST);0;4;838
BZN|PT;10.08.2023 05:00 - 10.08.2023 06:00 (CET/CEST);0;4;819
BZN|PT;10.08.2023 06:00 - 10.08.2023 07:00 (CET/CEST);0;4;670
BZN|PT;10.08.2023 07:00 - 10.08.2023 08:00 (CET/CEST);2;4;560
BZN|PT;10.08.2023 08:00 - 10.08.2023 09:00 (CET/CEST);116;4;563
BZN|PT;10.08.2023 09:00 - 10.08.2023 10:00 (CET/CEST);484;3;500
BZN|PT;10.08.2023 10:00 - 10.08.2023 11:00 (CET/CEST);944;3;397
BZN|PT;10.08.2023 11:00 - 10.08.2023 12:00 (CET/CEST);1300;4;304
BZN|PT;10.08.2023 12:00 - 10.08.2023 13:00 (CET/CEST);1539;4;258
BZN|PT;10.08.2023 13:00 - 10.08.2023 14:00 (CET/CEST);1658;1;204
BZN|PT;10.08.2023 14:00 - 10.08.2023 15:00 (CET/CEST);1681;0;250
BZN|PT;10.08.2023 15:00 - 10.08.2023 16:00 (CET/CEST);1638;1;356
BZN|PT;10.08.2023 16:00 - 10.08.2023 17:00 (CET/CEST);1551;0;572
BZN|PT;10.08.2023 17:00 - 10.08.2023 18:00 (CET/CEST);1358;0;821
BZN|PT;10.08.2023 18:00 - 10.08.2023 19:00 (CET/CEST);1071;0;1098
BZN|PT;10.08.2023 19:00 - 10.08.2023 20:00 (CET/CEST);661;1;1219
BZN|PT;10.08.2023 20:00 - 10.08.2023 21:00 (CET/CEST);208;1;1071
BZN|PT;10.08.2023 21:00 - 10.08.2023 22:00 (CET/CEST);12;1;1005
BZN|PT;10.08.2023 22:00 - 10.08.2023 23:00 (CET/CEST);1;1;983
BZN|PT;10.08.2023 23:00 - 11.08.2023 00:00 (CET/CEST);0;0;965
BZN|PT;11.08.2023 00:00 - 11.08.2023 01:00 (CET/CEST);0;0;947
BZN|PT;11.08.2023 01:00 - 11.08.2023 02:00 (CET/CEST);0;0;881
BZN|PT;11.08.2023 02:00 - 11.08.2023 03:00 (CET/CEST);0;0;818
BZN|PT;11.08.2023 03:00 - 11.08.2023 04:00 (CET/CEST);0;0;842
BZN|PT;11.08.2023 04:00 - 11.08.2023 05:00 (CET/CEST);0;0;893
BZN|PT;11.08.2023 05:00 - 11.08.2023 06:00 (CET/CEST);0;0;1027
BZN|PT;11.08.2023 06:00 - 11.08.2023 07:00 (CET/CEST);0;0;1118
BZN|PT;11.08.2023 07:00 - 11.08.2023 08:00 (CET/CEST);3;0;1170
BZN|PT;11.08.2023 08:00 - 11.08.2023 09:00 (CET/CEST);133;0;1124
BZN|PT;11.08.2023 09:00 - 11.08.2023 10:00 (CET/CEST);547;0;967
BZN|PT;11.08.2023 10:00 - 11.08.2023 11:00 (CET/CEST);996;0;685
BZN|PT;11.08.2023 11:00 - 11.08.2023 12:00 (CET/CEST);1314;0;479
BZN|PT;11.08.2023 12:00 - 11.08.2023 13:00 (CET/CEST);1515;0;383
BZN|PT;11.08.2023 13:00 - 11.08.2023 14:00 (CET/CEST);1624;0;406
BZN|PT;11.08.2023 14:00 - 11.08.2023 15:00 (CET/CEST);1637;0;688
BZN|PT;11.08.2023 15:00 - 11.08.2023 16:00 (CET/CEST);1606;0;1100
BZN|PT;11.08.2023 16:00 - 11.08.2023 17:00 (CET/CEST);1497;0;1373
BZN|PT;11.08.2023 17:00 - 11.08.2023 18:00 (CET/CEST);1311;0;1442
BZN|PT;11.08.2023 18:00 - 11.08.2023 19:00 (CET/CEST);1031;1;1631
BZN|PT;11.08.2023 19:00 - 11.08.2023 20:00 (CET/CEST);632;2;1866
BZN|PT;11.08.2023 20:00 - 11.08.2023 21:00 (CET/CEST);195;6;1955
BZN|PT;11.08.2023 21:00 - 11.08.2023 22:00 (CET/CEST);10;2;2207
BZN|PT;11.08.2023 22:00 - 11.08.2023 23:00 (CET/CEST);1;1;2365
BZN|PT;11.08.2023 23:00 - 12.08.2023 00:00 (CET/CEST);0;1;2211
BZN|PT;12.08.2023 00:00 - 12.08.2023 01:00 (CET/CEST);0;3;1880
BZN|PT;12.08.2023 01:00 - 12.08.2023 02:00 (CET/CEST);0;8;2028
BZN|PT;12.08.2023 02:00 - 12.08.2023 03:00 (CET/CEST);0;8;2256
BZN|PT;12.08.2023 03:00 - 12.08.2023 04:00 (CET/CEST);0;14;2118
BZN|PT;12.08.2023 04:00 - 12.08.2023 05:00 (CET/CEST);0;15;2013
BZN|PT;12.08.2023 05:00 - 12.08.2023 06:00 (CET/CEST);0;16;1982
BZN|PT;12.08.2023 06:00 - 12.08.2023 07:00 (CET/CEST);0;18;1952
BZN|PT;12.08.2023 07:00 - 12.08.2023 08:00 (CET/CEST);2;13;1783
BZN|PT;12.08.2023 08:00 - 12.08.2023 09:00 (CET/CEST);123;10;1740
BZN|PT;12.08.2023 09:00 - 12.08.2023 10:00 (CET/CEST);521;14;1472
BZN|PT;12.08.2023 10:00 - 12.08.2023 11:00 (CET/CEST);977;18;1069
BZN|PT;12.08.2023 11:00 - 12.08.2023 12:00 (CET/CEST);1307;15;862
BZN|PT;12.08.2023 12:00 - 12.08.2023 13:00 (CET/CEST);1527;16;770
BZN|PT;12.08.2023 13:00 - 12.08.2023 14:00 (CET/CEST);1640;20;838
BZN|PT;12.08.2023 14:00 - 12.08.2023 15:00 (CET/CEST);1666;21;1137
BZN|PT;12.08.2023 15:00 - 12.08.2023 16:00 (CET/CEST);1640;24;1486
BZN|PT;12.08.2023 16:00 - 12.08.2023 17:00 (CET/CEST);1549;25;1694
BZN|PT;12.08.2023 17:00 - 12.08.2023 18:00 (CET/CEST);1361;25;1840
BZN|PT;12.08.2023 18:00 - 12.08.2023 19:00 (CET/CEST);1063;24;1810
BZN|PT;12.08.2023 19:00 - 12.08.2023 20:00 (CET/CEST);646;21;1784
BZN|PT;12.08.2023 20:00 - 12.08.2023 21:00 (CET/CEST);194;23;1760
BZN|PT;12.08.2023 21:00 - 12.08.2023 22:00 (CET/CEST);9;19;1753
BZN|PT;12.08.2023 22:00 - 12.08.2023 23:00 (CET/CEST);1;18;1779
BZN|PT;12.08.2023 23:00 - 13.08.2023 00:00 (CET/CEST);0;19;1749
BZN|PT;13.08.2023 00:00 - 13.08.2023 01:00 (CET/CEST);0;25;1678
BZN|PT;13.08.2023 01:00 - 13.08.2023 02:00 (CET/CEST);0;25;1653
BZN|PT;13.08.2023 02:00 - 13.08.2023 03:00 (CET/CEST);0;25;1634
BZN|PT;13.08.2023 03:00 - 13.08.2023 04:00 (CET/CEST);0;25;1587
BZN|PT;13.08.2023 04:00 - 13.08.2023 05:00 (CET/CEST);0;25;1524
BZN|PT;13.08.2023 05:00 - 13.08.2023 06:00 (CET/CEST);0;25;1487
BZN|PT;13.08.2023 06:00 - 13.08.2023 07:00 (CET/CEST);0;23;1419
BZN|PT;13.08.2023 07:00 - 13.08.2023 08:00 (CET/CEST);2;19;1303
BZN|PT;13.08.2023 08:00 - 13.08.2023 09:00 (CET/CEST);121;20;1251
BZN|PT;13.08.2023 09:00 - 13.08.2023 10:00 (CET/CEST);534;18;1169
BZN|PT;13.08.2023 10:00 - 13.08.2023 11:00 (CET/CEST);1022;19;980
BZN|PT;13.08.2023 11:00 - 13.08.2023 12:00 (CET/CEST);1359;17;662
BZN|PT;13.08.2023 12:00 - 13.08.2023 13:00 (CET/CEST);1578;23;519
BZN|PT;13.08.2023 13:00 - 13.08.2023 14:00 (CET/CEST);1678;22;527
BZN|PT;13.08.2023 14:00 - 13.08.2023 15:00 (CET/CEST);1698;25;734
BZN|PT;13.08.2023 15:00 - 13.08.2023 16:00 (CET/CEST);1674;25;1054
BZN|PT;13.08.2023 16:00 - 13.08.2023 17:00 (CET/CEST);1589;25;1379
