Area;MTU;Solar  - Actual Aggregated [MW];Wind Offshore  - Actual Aggregated [MW];Wind Onshore  - Actual Aggregated [MW]
BZN|PT;13.01.2023 18:00 - 13.01.2023 19:00 (CET/CEST);24;6;225
BZN|PT;13.01.2023 19:00 - 13.01.2023 20:00 (CET/CEST);0;7;263
BZN|PT;13.01.2023 20:00 - 13.01.2023 21:00 (CET/CEST);0;8;279
BZN|PT;13.01.2023 21:00 - 13.01.2023 22:00 (CET/CEST);0;9;345
BZN|PT;13.01.2023 22:00 - 13.01.2023 23:00 (CET/CEST);0;10;401
BZN|PT;13.01.2023 23:00 - 14.01.2023 00:00 (CET/CEST);0;11;478
BZN|PT;14.01.2023 00:00 - 14.01.2023 01:00 (CET/CEST);0;12;607
BZN|PT;14.01.2023 01:00 - 14.01.2023 02:00 (CET/CEST);0;11;728
BZN|PT;14.01.2023 02:00 - 14.01.2023 03:00 (CET/CEST);0;5;785
BZN|PT;14.01.2023 03:00 - 14.01.2023 04:00 (CET/CEST);0;5;860
BZN|PT;14.01.2023 04:00 - 14.01.2023 05:00 (CET/CEST);0;6;958
BZN|PT;14.01.2023 05:00 - 14.01.2023 06:00 (CET/CEST);0;5;1101
BZN|PT;14.01.2023 06:00 - 14.01.2023 07:00 (CET/CEST);0;5;1173
BZN|PT;14.01.2023 07:00 - 14.01.2023 08:00 (CET/CEST);0;6;1180
BZN|PT;14.01.2023 08:00 - 14.01.2023 09:00 (CET/CEST);1;5;1266
BZN|PT;14.01.2023 09:00 - 14.01.2023 10:00 (CET/CEST);99;7;1276
BZN|PT;14.01.2023 10:00 - 14.01.2023 11:00 (CET/CEST);340;8;1098
BZN|PT;14.01.2023 11:00 - 14.01.2023 12:00 (CET/CEST);553;10;1025
BZN|PT;14.01.2023 12:00 - 14.01.2023 13:00 (CET/CEST);734;9;1125
BZN|PT;14.01.2023 13:00 - 14.01.2023 14:00 (CET/CEST);854;9;1335
BZN|PT;14.01.2023 14:00 - 14.01.2023 15:00 (CET/CEST);860;11;1411
BZN|PT;14.01.2023 15:00 - 14.01.2023 16:00 (CET/CEST);762;12;1426
BZN|PT;14.01.2023 16:00 - 14.01.2023 17:00 (CET/CEST);530;12;1496
BZN|PT;14.01.2023 17:00 - 14.01.2023 18:00 (CET/CEST);233;12;1576
BZN|PT;14.01.2023 18:00 - 14.01.2023 19:00 (CET/CEST);20;12;1807
BZN|PT;14.01.2023 19:00 - 14.01.2023 20:00 (CET/CEST);0;12;1838
BZN|PT;14.01.2023 20:00 - 14.01.2023 21:00 (CET/CEST);0;12;1840
BZN|PT;14.01.2023 21:00 - 14.01.2023 22:00 (CET/CEST);0;12;1905
BZN|PT;14.01.2023 22:00 - 14.01.2023 23:00 (CET/CEST);0;12;2030
BZN|PT;14.01.2023 23:00 - 15.01.2023 00:00 (CET/CEST);0;12;2139
BZN|PT;15.01.2023 00:00 - 15.01.2023 01:00 (CET/CEST);0;5;2354
BZN|PT;15.01.2023 01:00 - 15.01.2023 02:00 (CET/CEST);0;12;2508
BZN|PT;15.01.2023 02:00 - 15.01.2023 03:00 (CET/CEST);0;12;2761
BZN|PT;15.01.2023 03:00 - 15.01.2023 04:00 (CET/CEST);0;12;2915
BZN|PT;15.01.2023 04:00 - 15.01.2023 05:00 (CET/CEST);0;12;2867
BZN|PT;15.01.2023 05:00 - 15.01.2023 06:00 (CET/CEST);0;12;2776
BZN|PT;15.01.2023 06:00 - 15.01.2023 07:00 (CET/CEST);0;11;2660
BZN|PT;15.01.2023 07:00 - 15.01.2023 08:00 (CET/CEST);0;10;2332
BZN|PT;15.01.2023 08:00 - 15.01.2023 09:00 (CET/CEST);1;6;2399
BZN|PT;15.01.2023 09:00 - 15.01.2023 10:00 (CET/CEST);69;4;2403
BZN|PT;15.01.2023 10:00 - 15.01.2023 11:00 (CET/CEST);370;7;2041
BZN|PT;15.01.2023 11:00 - 15.01.2023 12:00 (CET/CEST);689;2;2179
BZN|PT;15.01.2023 12:00 - 15.01.2023 13:00 (CET/CEST);798;1;2094
BZN|PT;15.01.2023 13:00 - 15.01.2023 14:00 (CET/CEST);807;2;2277
BZN|PT;15.01.2023 14:00 - 15.01.2023 15:00 (CET/CEST);848;6;2172
BZN|PT;15.01.2023 15:00 - 15.01.2023 16:00 (CET/CEST);817;7;2518
BZN|PT;15.01.2023 16:00 - 15.01.2023 17:00 (CET/CEST);691;7;2551
BZN|PT;15.01.2023 17:00 - 15.01.2023 18:00 (CET/CEST);331;9;2569
BZN|PT;15.01.2023 18:00 - 15.01.2023 19:00 (CET/CEST);24;5;2772
BZN|PT;15.01.2023 19:00 - 15.01.2023 20:00 (CET/CEST);0;7;2949
BZN|PT;15.01.2023 20:00 - 15.01.2023 21:00 (CET/CEST);0;10;3115
BZN|PT;15.01.2023 21:00 - 15.01.2023 22:00 (CET/CEST);0;11;3358
BZN|PT;15.01.2023 22:00 - 15.01.2023 23:00 (CET/CEST);0;12;3618
BZN|PT;15.01.2023 23:00 - 16.01.2023 00:00 (CET/CEST);0;12;3890
BZN|PT;16.01.2023 00:00 - 16.01.2023 01:00 (CET/CEST);0;12;4124
BZN|PT;16.01.2023 01:00 - 16.01.2023 02:00 (CET/CEST);0;12;4140
BZN|PT;16.01.2023 02:00 - 16.01.2023 03:00 (CET/CEST);0;12;4150
BZN|PT;16.01.2023 03:00 - 16.01.2023 04:00 (CET/CEST);0;12;4169
BZN|PT;16.01.2023 04:00 - 16.01.2023 05:00 (CET/CEST);0;12;4193
BZN|PT;16.01.2023 05:00 - 16.01.2023 06:00 (CET/CEST);0;12;4272
BZN|PT;16.01.2023 06:00 - 16.01.2023 07:00 (CET/CEST);0;12;4333
BZN|PT;16.01.2023 07:00 - 16.01.2023 08:00 (CET/CEST);0;12;4316
BZN|PT;16.01.2023 08:00 - 16.01.2023 09:00 (CET/CEST);0;12;4346
BZN|PT;16.01.2023 09:00 - 16.01.2023 10:00 (CET/CEST);60;12;4335
BZN|PT;16.01.2023 10:00 - 16.01.2023 11:00 (CET/CEST);289;12;4364
BZN|PT;16.01.2023 11:00 - 16.01.2023 12:00 (CET/CEST);451;12;4407
BZN|PT;16.01.2023 12:00 - 16.01.2023 13:00 (CET/CEST);565;12;4509
BZN|PT;16.01.2023 13:00 - 16.01.2023 14:00 (CET/CEST);583;12;4478
BZN|PT;16.01.2023 14:00 - 16.01.2023 15:00 (CET/CEST);583;12;4500
BZN|PT;16.01.2023 15:00 - 16.01.2023 16:00 (CET/CEST);471;12;4537
BZN|PT;16.01.2023 16:00 - 16.01.2023 17:00 (CET/CEST);332;12;4574
BZN|PT;16.01.2023 17:00 - 16.01.2023 18:00 (CET/CEST);129;12;4604
BZN|PT;16.01.2023 18:00 - 16.01.2023 19:00 (CET/CEST);13;12;4590
BZN|PT;16.01.2023 19:00 - 16.01.2023 20:00 (CET/CEST);0;12;4557
BZN|PT;16.01.2023 20:00 - 16.01.2023 21:00 (CET/CEST);0;12;4475
BZN|PT;16.01.2023 21:00 - 16.01.2023 22:00 (CET/CEST);0;12;4552
BZN|PT;16.01.2023 22:00 - 16.01.2023 23:00 (CET/CEST);0;12;4552
BZN|PT;16.01.2023 23:00 - 17.01.2023 00:00 (CET/CEST);0;12;4550
BZN|PT;17.01.2023 00:00 - 17.01.2023 01:00 (CET/CEST);0;12;4527
BZN|PT;17.01.2023 01:00 - 17.01.2023 02:00 (CET/CEST);0;12;4408
BZN|PT;17.01.2023 02:00 - 17.01.2023 03:00 (CET/CEST);0;12;4316
BZN|PT;17.01.2023 03:00 - 17.01.2023 04:00 (CET/CEST);0;12;4280
BZN|PT;17.01.2023 04:00 - 17.01.2023 05:00 (CET/CEST);0;12;4261
BZN|PT;17.01.2023 05:00 - 17.01.2023 06:00 (CET/CEST);0;12;4372
BZN|PT;17.01.2023 06:00 - 17.01.2023 07:00 (CET/CEST);0;12;4400
BZN|PT;17.01.2023 07:00 - 17.01.2023 08:00 (CET/CEST);0;12;4543
BZN|PT;17.01.2023 08:00 - 17.01.2023 09:00 (CET/CEST);0;12;4580
BZN|PT;17.01.2023 09:00 - 17.01.2023 10:00 (CET/CEST);78;12;4609
BZN|PT;17.01.2023 10:00 - 17.01.2023 11:00 (CET/CEST);314;12;4673
BZN|PT;17.01.2023 11:00 - 17.01.2023 12:00 (CET/CEST);529;12;4747
BZN|PT;17.01.2023 12:00 - 17.01.2023 13:00 (CET/CEST);757;12;4696
BZN|PT;17.01.2023 13:00 - 17.01.2023 14:00 (CET/CEST);796;11;4720
BZN|PT;17.01.2023 14:00 - 17.01.2023 15:00 (CET/CEST);726;12;4706
BZN|PT;17.01.2023 15:00 - 17.01.2023 16:00 (CET/CEST);622;12;4707
BZN|PT;17.01.2023 16:00 - 17.01.2023 17:00 (CET/CEST);405;12;4692
BZN|PT;17.01.2023 17:00 - 17.01.2023 18:00 (CET/CEST);176;12;4633
BZN|PT;17.01.2023 18:00 - 17.01.2023 19:00 (CET/CEST);14;12;4507
BZN|PT;17.01.2023 19:00 - 17.01.2023 20:00 (CET/CEST);0;12;4330
BZN|PT;17.01.2023 20:00 - 17.01.2023 21:00 (CET/CEST);0;12;4205
BZN|PT;17.01.2023 21:00 - 17.01.2023 22:00 (CET/CEST);0;12;4085
BZN|PT;17.01.2023 22:00 - 17.01.2023 23:00 (CET/CEST);0;12;3867
BZN|PT;17.01.2023 23:00 - 18.01.2023 00:00 (CET/CEST);0;12;3707
BZN|PT;18.01.2023 00:00 - 18.01.2023 01:00 (CET/CEST);0;12;3541
BZN|PT;18.01.2023 01:00 - 18.01.2023 02:00 (CET/CEST);0;12;3393
BZN|PT;18.01.2023 02:00 - 18.01.2023 03:00 (CET/CEST);0;12;3266
BZN|PT;18.01.2023 03:00 - 18.01.2023 04:00 (CET/CEST);0;11;3361
BZN|PT;18.01.2023 04:00 - 18.01.2023 05:00 (CET/CEST);0;12;3375
BZN|PT;18.01.2023 05:00 - 18.01.2023 06:00 (CET/CEST);0;12;3317
BZN|PT;18.01.2023 06:00 - 18.01.2023 07:00 (CET/CEST);0;12;3152
BZN|PT;18.01.2023 07:00 - 18.01.2023 08:00 (CET/CEST);0;4;2973
BZN|PT;18.01.2023 08:00 - 18.01.2023 09:00 (CET/CEST);2;6;2730
BZN|PT;18.01.2023 09:00 - 18.01.2023 10:00 (CET/CEST);173;11;2557
BZN|PT;18.01.2023 10:00 - 18.01.2023 11:00 (CET/CEST);622;7;2281
BZN|PT;18.01.2023 11:00 - 18.01.2023 12:00 (CET/CEST);944;10;2282
BZN|PT;18.01.2023 12:00 - 18.01.2023 13:00 (CET/CEST);1039;12;2395
BZN|PT;18.01.2023 13:00 - 18.01.2023 14:00 (CET/CEST);905;12;2441
BZN|PT;18.01.2023 14:00 - 18.01.2023 15:00 (CET/CEST);814;12;2625
BZN|PT;18.01.2023 15:00 - 18.01.2023 16:00 (CET/CEST);762;8;2668
BZN|PT;18.01.2023 16:00 - 18.01.2023 17:00 (CET/CEST);671;9;2863
BZN|PT;18.01.2023 17:00 - 18.01.2023 18:00 (CET/CEST);301;12;2593
BZN|PT;18.01.2023 18:00 - 18.01.2023 19:00 (CET/CEST);23;10;2424
BZN|PT;18.01.2023 19:00 - 18.01.2023 20:00 (CET/CEST);0;8;2435
BZN|PT;18.01.2023 20:00 - 18.01.2023 21:00 (CET/CEST);0;12;2278
BZN|PT;18.01.2023 21:00 - 18.01.2023 22:00 (CET/CEST);0;12;2111
BZN|PT;18.01.2023 22:00 - 18.01.2023 23:00 (CET/CEST);0;7;1934
BZN|PT;18.01.2023 23:00 - 19.01.2023 00:00 (CET/CEST);0;2;1777
BZN|PT;19.01.2023 00:00 - 19.01.2023 01:00 (CET/CEST);0;2;1562
BZN|PT;19.01.2023 01:00 - 19.01.2023 02:00 (CET/CEST);0;2;1364
BZN|PT;19.01.2023 02:00 - 19.01.2023 03:00 (CET/CEST);0;1;1299
BZN|PT;19.01.2023 03:00 - 19.01.2023 04:00 (CET/CEST);0;0;1233
BZN|PT;19.01.2023 04:00 - 19.01.2023 05:00 (CET/CEST);0;0;1200
BZN|PT;19.01.2023 05:00 - 19.01.2023 06:00 (CET/CEST);0;1;1202
BZN|PT;19.01.2023 06:00 - 19.01.2023 07:00 (CET/CEST);0;3;1233
BZN|PT;19.01.2023 07:00 - 19.01.2023 08:00 (CET/CEST);0;3;1325
BZN|PT;19.01.2023 08:00 - 19.01.2023 09:00 (CET/CEST);3;2;1573
BZN|PT;19.01.2023 09:00 - 19.01.2023 10:00 (CET/CEST);181;3;1792
BZN|PT;19.01.2023 10:00 - 19.01.2023 11:00 (CET/CEST);586;4;1851
BZN|PT;19.01.2023 11:00 - 19.01.2023 12:00 (CET/CEST);847;4;2026
BZN|PT;19.01.2023 12:00 - 19.01.2023 13:00 (CET/CEST);901;4;2441
BZN|PT;19.01.2023 13:00 - 19.01.2023 14:00 (CET/CEST);834;4;2840
BZN|PT;19.01.2023 14:00 - 19.01.2023 15:00 (CET/CEST);578;6;3150
BZN|PT;19.01.2023 15:00 - 19.01.2023 16:00 (CET/CEST);408;6;3429
BZN|PT;19.01.2023 16:00 - 19.01.2023 17:00 (CET/CEST);349;12;3626
BZN|PT;19.01.2023 17:00 - 19.01.2023 18:00 (CET/CEST);111;12;3708
BZN|PT;19.01.2023 18:00 - 19.01.2023 19:00 (CET/CEST);13;12;3678
BZN|PT;19.01.2023 19:00 - 19.01.2023 20:00 (CET/CEST);0;12;3801
BZN|PT;19.01.2023 20:00 - 19.01.2023 21:00 (CET/CEST);0;12;3859
BZN|PT;19.01.2023 21:00 - 19.01.2023 22:00 (CET/CEST);0;12;3834
BZN|PT;19.01.2023 22:00 - 19.01.2023 23:00 (CET/CEST);0;12;3800
BZN|PT;19.01.2023 23:00 - 20.01.2023 00:00 (CET/CEST);0;12;3760
BZN|PT;20.01.2023 00:00 - 20.01.2023 01:00 (CET/CEST);0;10;3743
BZN|PT;20.01.2023 01:00 - 20.01.2023 02:00 (CET/CEST);0;12;3702
BZN|PT;20.01.2023 02:00 - 20.01.2023 03:00 (CET/CEST);0;12;3468
BZN|PT;20.01.2023 03:00 - 20.01.2023 04:00 (CET/CEST);0;11;3266
BZN|PT;20.01.2023 04:00 - 20.01.2023 05:00 (CET/CEST);0;11;3044
BZN|PT;20.01.2023 05:00 - 20.01.2023 06:00 (CET/CEST);0;9;2745
BZN|PT;20.01.2023 06:00 - 20.01.2023 07:00 (CET/CEST);0;9;2601
BZN|PT;20.01.2023 07:00 - 20.01.2023 08:00 (CET/CEST);0;7;2467
BZN|PT;20.01.2023 08:00 - 20.01.2023 09:00 (CET/CEST);1;6;2364
BZN|PT;20.01.2023 09:00 - 20.01.2023 10:00 (CET/CEST);89;9;2226
BZN|PT;20.01.2023 10:00 - 20.01.2023 11:00 (CET/CEST);270;6;2138
BZN|PT;20.01.2023 11:00 - 20.01.2023 12:00 (CET/CEST);398;6;2182
BZN|PT;20.01.2023 12:00 - 20.01.2023 13:00 (CET/CEST);469;5;2180
BZN|PT;20.01.2023 13:00 - 20.01.2023 14:00 (CET/CEST);492;4;2432
BZN|PT;20.01.2023 14:00 - 20.01.2023 15:00 (CET/CEST);512;5;2460
BZN|PT;20.01.2023 15:00 - 20.01.2023 16:00 (CET/CEST);526;3;2451
BZN|PT;20.01.2023 16:00 - 20.01.2023 17:00 (CET/CEST);418;3;2344
BZN|PT;20.01.2023 17:00 - 20.01.2023 18:00 (CET/CEST);226;3;2306
BZN|PT;20.01.2023 18:00 - 20.01.2023 19:00 (CET/CEST);27;7;2258
BZN|PT;20.01.2023 19:00 - 20.01.2023 20:00 (CET/CEST);0;10;2309
BZN|PT;20.01.2023 20:00 - 20.01.2023 21:00 (CET/CEST);0;10;2283
BZN|PT;20.01.2023 21:00 - 20.01.2023 22:00 (CET/CEST);0;11;2220
BZN|PT;20.01.2023 22:00 - 20.01.2023 23:00 (CET/CEST);0;9;2183
BZN|PT;20.01.2023 23:00 - 21.01.2023 00:00 (CET/CEST);0;10;2320
BZN|PT;21.01.2023 00:00 - 21.01.2023 01:00 (CET/CEST);0;9;2503
BZN|PT;21.01.2023 01:00 - 21.01.2023 02:00 (CET/CEST);0;11;2609
BZN|PT;21.01.2023 02:00 - 21.01.2023 03:00 (CET/CEST);0;12;2596
BZN|PT;21.01.2023 03:00 - 21.01.2023 04:00 (CET/CEST);0;12;2539
BZN|PT;21.01.2023 04:00 - 21.01.2023 05:00 (CET/CEST);0;12;2343
BZN|PT;21.01.2023 05:00 - 21.01.2023 06:00 (CET/CEST);0;12;2353
BZN|PT;21.01.2023 06:00 - 21.01.2023 07:00 (CET/CEST);0;12;2419
BZN|PT;21.01.2023 07:00 - 21.01.2023 08:00 (CET/CEST);0;12;2531
BZN|PT;21.01.2023 08:00 - 21.01.2023 09:00 (CET/CEST);1;12;2549
BZN|PT;21.01.2023 09:00 - 21.01.2023 10:00 (CET/CEST);90;12;2558
BZN|PT;21.01.2023 10:00 - 21.01.2023 11:00 (CET/CEST);407;11;2415
BZN|PT;21.01.2023 11:00 - 21.01.2023 12:00 (CET/CEST);714;9;2317
BZN|PT;21.01.2023 12:00 - 21.01.2023 13:00 (CET/CEST);949;11;2092
BZN|PT;21.01.2023 13:00 - 21.01.2023 14:00 (CET/CEST);1008;12;1688
BZN|PT;21.01.2023 14:00 - 21.01.2023 15:00 (CET/CEST);944;12;1495
BZN|PT;21.01.2023 15:00 - 21.01.2023 16:00 (CET/CEST);849;12;1379
BZN|PT;21.01.2023 16:00 - 21.01.2023 17:00 (CET/CEST);670;12;1386
BZN|PT;21.01.2023 17:00 - 21.01.2023 18:00 (CET/CEST);359;12;1382
BZN|PT;21.01.2023 18:00 - 21.01.2023 19:00 (CET/CEST);37;12;1354
BZN|PT;21.01.2023 19:00 - 21.01.2023 20:00 (CET/CEST);0;12;1381
BZN|PT;21.01.2023 20:00 - 21.01.2023 21:00 (CET/CEST);0;12;1396
BZN|PT;21.01.2023 21:00 - 21.01.2023 22:00 (CET/CEST);0;12;1501
BZN|PT;21.01.2023 22:00 - 21.01.2023 23:00 (CET/CEST);0;12;1702
BZN|PT;21.01.2023 23:00 - 22.01.2023 00:00 (CET/CEST);0;7;1770
BZN|PT;22.01.2023 00:00 - 22.01.2023 01:00 (CET/CEST);0;7;1861
BZN|PT;22.01.2023 01:00 - 22.01.2023 02:00 (CET/CEST);0;10;2101
BZN|PT;22.01.2023 02:00 - 22.01.2023 03:00 (CET/CEST);0;10;2390
BZN|PT;22.01.2023 03:00 - 22.01.2023 04:00 (CET/CEST);0;9;2439
BZN|PT;22.01.2023 04:00 - 22.01.2023 05:00 (CET/CEST);0;8;2407
BZN|PT;22.01.2023 05:00 - 22.01.2023 06:00 (CET/CEST);0;6;2500
BZN|PT;22.01.2023 06:00 - 22.01.2023 07:00 (CET/CEST);0;6;2614
BZN|PT;22.01.2023 07:00 - 22.01.2023 08:00 (CET/CEST);0;2;2606
BZN|PT;22.01.2023 08:00 - 22.01.2023 09:00 (CET/CEST);3;1;2571
BZN|PT;22.01.2023 09:00 - 22.01.2023 10:00 (CET/CEST);232;0;2481
BZN|PT;22.01.2023 10:00 - 22.01.2023 11:00 (CET/CEST);770;0;2168
BZN|PT;22.01.2023 11:00 - 22.01.2023 12:00 (CET/CEST);1127;1;1717
BZN|PT;22.01.2023 12:00 - 22.01.2023 13:00 (CET/CEST);1273;0;1479
BZN|PT;22.01.2023 13:00 - 22.01.2023 14:00 (CET/CEST);1314;0;1235
BZN|PT;22.01.2023 14:00 - 22.01.2023 15:00 (CET/CEST);1290;0;896
BZN|PT;22.01.2023 15:00 - 22.01.2023 16:00 (CET/CEST);1178;0;729
BZN|PT;22.01.2023 16:00 - 22.01.2023 17:00 (CET/CEST);935;0;661
BZN|PT;22.01.2023 17:00 - 22.01.2023 18:00 (CET/CEST);482;1;622
BZN|PT;22.01.2023 18:00 - 22.01.2023 19:00 (CET/CEST);55;1;859
BZN|PT;22.01.2023 19:00 - 22.01.2023 20:00 (CET/CEST);0;1;1230
BZN|PT;22.01.2023 20:00 - 22.01.2023 21:00 (CET/CEST);0;1;1472
BZN|PT;22.01.2023 21:00 - 22.01.2023 22:00 (CET/CEST);0;2;1593
BZN|PT;22.01.2023 22:00 - 22.01.2023 23:00 (CET/CEST);0;4;1708
BZN|PT;22.01.2023 23:00 - 23.01.2023 00:00 (CET/CEST);0;6;1612
BZN|PT;23.01.2023 00:00 - 23.01.2023 01:00 (CET/CEST);0;7;1553
BZN|PT;23.01.2023 01:00 - 23.01.2023 02:00 (CET/CEST);0;7;1500
BZN|PT;23.01.2023 02:00 - 23.01.2023 03:00 (CET/CEST);0;5;1446
BZN|PT;23.01.2023 03:00 - 23.01.2023 04:00 (CET/CEST);0;6;1458
BZN|PT;23.01.2023 04:00 - 23.01.2023 05:00 (CET/CEST);0;8;1400
BZN|PT;23.01.2023 05:00 - 23.01.2023 06:00 (CET/CEST);0;5;1407
BZN|PT;23.01.2023 06:00 - 23.01.2023 07:00 (CET/CEST);0;2;1537
BZN|PT;23.01.2023 07:00 - 23.01.2023 08:00 (CET/CEST);0;6;1776
BZN|PT;23.01.2023 08:00 - 23.01.2023 09:00 (CET/CEST);5;2;1905
BZN|PT;23.01.2023 09:00 - 23.01.2023 10:00 (CET/CEST);239;5;1947
BZN|PT;23.01.2023 10:00 - 23.01.2023 11:00 (CET/CEST);745;7;1847
BZN|PT;23.01.2023 11:00 - 23.01.2023 12:00 (CET/CEST);1078;5;1586
BZN|PT;23.01.2023 12:00 - 23.01.2023 13:00 (CET/CEST);1230;5;1473
BZN|PT;23.01.2023 13:00 - 23.01.2023 14:00 (CET/CEST);1281;5;1338
BZN|PT;23.01.2023 14:00 - 23.01.2023 15:00 (CET/CEST);1266;3;1043
BZN|PT;23.01.2023 15:00 - 23.01.2023 16:00 (CET/CEST);1176;4;917
BZN|PT;23.01.2023 16:00 - 23.01.2023 17:00 (CET/CEST);945;4;964
BZN|PT;23.01.2023 17:00 - 23.01.2023 18:00 (CET/CEST);489;5;1045
BZN|PT;23.01.2023 18:00 - 23.01.2023 19:00 (CET/CEST);57;7;1469
BZN|PT;23.01.2023 19:00 - 23.01.2023 20:00 (CET/CEST);0;8;2135
BZN|PT;23.01.2023 20:00 - 23.01.2023 21:00 (CET/CEST);0;12;2632
BZN|PT;23.01.2023 21:00 - 23.01.2023 22:00 (CET/CEST);0;12;2739
BZN|PT;23.01.2023 22:00 - 23.01.2023 23:00 (CET/CEST);0;12;2897
BZN|PT;23.01.2023 23:00 - 24.01.2023 00:00 (CET/CEST);0;12;3104
BZN|PT;24.01.2023 00:00 - 24.01.2023 01:00 (CET/CEST);0;6;3272
BZN|PT;24.01.2023 01:00 - 24.01.2023 02:00 (CET/CEST);0;2;3225
BZN|PT;24.01.2023 02:00 - 24.01.2023 03:00 (CET/CEST);0;1;3076
BZN|PT;24.01.2023 03:00 - 24.01.2023 04:00 (CET/CEST);0;1;2823
BZN|PT;24.01.2023 04:00 - 24.01.2023 05:00 (CET/CEST);0;0;2613
BZN|PT;24.01.2023 05:00 - 24.01.2023 06:00 (CET/CEST);0;5;2534
BZN|PT;24.01.2023 06:00 - 24.01.2023 07:00 (CET/CEST);0;7;2173
BZN|PT;24.01.2023 07:00 - 24.01.2023 08:00 (CET/CEST);0;1;2021
BZN|PT;24.01.2023 08:00 - 24.01.2023 09:00 (CET/CEST);5;1;2119
BZN|PT;24.01.2023 09:00 - 24.01.2023 10:00 (CET/CEST);241;5;2104
BZN|PT;24.01.2023 10:00 - 24.01.2023 11:00 (CET/CEST);763;10;1947
BZN|PT;24.01.2023 11:00 - 24.01.2023 12:00 (CET/CEST);1110;8;1700
BZN|PT;24.01.2023 12:00 - 24.01.2023 13:00 (CET/CEST);1254;8;1619
BZN|PT;24.01.2023 13:00 - 24.01.2023 14:00 (CET/CEST);1291;6;1405
BZN|PT;24.01.2023 14:00 - 24.01.2023 15:00 (CET/CEST);1251;6;1124
BZN|PT;24.01.2023 15:00 - 24.01.2023 16:00 (CET/CEST);1130;6;932
BZN|PT;24.01.2023 16:00 - 24.01.2023 17:00 (CET/CEST);907;2;998
BZN|PT;24.01.2023 17:00 - 24.01.2023 18:00 (CET/CEST);472;8;1034
BZN|PT;24.01.2023 18:00 - 24.01.2023 19:00 (CET/CEST);56;10;1118
BZN|PT;24.01.2023 19:00 - 24.01.2023 20:00 (CET/CEST);0;11;1456
BZN|PT;24.01.2023 20:00 - 24.01.2023 21:00 (CET/CEST);0;11;1707
BZN|PT;24.01.2023 21:00 - 24.01.2023 22:00 (CET/CEST);0;12;2022
BZN|PT;24.01.2023 22:00 - 24.01.2023 23:00 (CET/CEST);0;9;2355
BZN|PT;24.01.2023 23:00 - 25.01.2023 00:00 (CET/CEST);0;4;2501
BZN|PT;25.01.2023 00:00 - 25.01.2023 01:00 (CET/CEST);0;2;2327
BZN|PT;25.01.2023 01:00 - 25.01.2023 02:00 (CET/CEST);0;2;2222
BZN|PT;25.01.2023 02:00 - 25.01.2023 03:00 (CET/CEST);0;1;2140
BZN|PT;25.01.2023 03:00 - 25.01.2023 04:00 (CET/CEST);0;0;2121
BZN|PT;25.01.2023 04:00 - 25.01.2023 05:00 (CET/CEST);0;0;2139
BZN|PT;25.01.2023 05:00 - 25.01.2023 06:00 (CET/CEST);0;0;2148
BZN|PT;25.01.2023 06:00 - 25.01.2023 07:00 (CET/CEST);0;0;2265
BZN|PT;25.01.2023 07:00 - 25.01.2023 08:00 (CET/CEST);0;0;2377
BZN|PT;25.01.2023 08:00 - 25.01.2023 09:00 (CET/CEST);5;2;2408
BZN|PT;25.01.2023 09:00 - 25.01.2023 10:00 (CET/CEST);246;1;2405
BZN|PT;25.01.2023 10:00 - 25.01.2023 11:00 (CET/CEST);770;0;2045
BZN|PT;25.01.2023 11:00 - 25.01.2023 12:00 (CET/CEST);1110;0;1746
BZN|PT;25.01.2023 12:00 - 25.01.2023 13:00 (CET/CEST);1260;0;1231
BZN|PT;25.01.2023 13:00 - 25.01.2023 14:00 (CET/CEST);1292;0;939
BZN|PT;25.01.2023 14:00 - 25.01.2023 15:00 (CET/CEST);1283;0;776
BZN|PT;25.01.2023 15:00 - 25.01.2023 16:00 (CET/CEST);1187;0;527
BZN|PT;25.01.2023 16:00 - 25.01.2023 17:00 (CET/CEST);955;0;422
BZN|PT;25.01.2023 17:00 - 25.01.2023 18:00 (CET/CEST);497;1;370
BZN|PT;25.01.2023 18:00 - 25.01.2023 19:00 (CET/CEST);62;1;503
BZN|PT;25.01.2023 19:00 - 25.01.2023 20:00 (CET/CEST);0;2;776
BZN|PT;25.01.2023 20:00 - 25.01.2023 21:00 (CET/CEST);0;1;1000
BZN|PT;25.01.2023 21:00 - 25.01.2023 22:00 (CET/CEST);0;5;1256
BZN|PT;25.01.2023 22:00 - 25.01.2023 23:00 (CET/CEST);0;7;1320
BZN|PT;25.01.2023 23:00 - 26.01.2023 00:00 (CET/CEST);0;7;1284
BZN|PT;26.01.2023 00:00 - 26.01.2023 01:00 (CET/CEST);0;11;1167
BZN|PT;26.01.2023 01:00 - 26.01.2023 02:00 (CET/CEST);0;16;1204
BZN|PT;26.01.2023 02:00 - 26.01.2023 03:00 (CET/CEST);0;13;1270
BZN|PT;26.01.2023 03:00 - 26.01.2023 04:00 (CET/CEST);0;12;1260
BZN|PT;26.01.2023 04:00 - 26.01.2023 05:00 (CET/CEST);0;6;1346
BZN|PT;26.01.2023 05:00 - 26.01.2023 06:00 (CET/CEST);0;17;1480
BZN|PT;26.01.2023 06:00 - 26.01.2023 07:00 (CET/CEST);0;21;1572
BZN|PT;26.01.2023 07:00 - 26.01.2023 08:00 (CET/CEST);0;21;1780
BZN|PT;26.01.2023 08:00 - 26.01.2023 09:00 (CET/CEST);6;21;2094
